# GL1L2  propL1h= 0.00000 propL1J= 1.00000  lambdaPhi= 0.000500000  lambdaPhij= 0.00200000  ungauged  ModAdam  learningRate= 0.00600000  betaV= 0.999000  betaM= 0.900000  eps= 1.00000e-06  batchSize=7007  miniBatchSize= 103  stepsPerEpoch= 68.0000
# learningRate.coolingMethod= (1+at)^b  stepsPerEpoch= 1.000000  warmupEpochs= 100.000000  maxLR= 0.00600000  maxLREpochs= 1736.00  constPerEpoch= 0.0100000  power= -0.500000
# initial_h: to reproduce observed amino acid frequencies at each site; pseudoNCountsForhia= 10.0
# sigma_initial_J for Gaussian: 0.001
# MCMC Kernel: GibbsWithMHStep  with pseudoNCountsForProposedPia= 10.0
# nIndependentMC= 7007  miniBatchSize= 103  for MCMC 
# initial configuration: observed sequence data
# nSamples for each MC run: 1
# nUnits= 48  nInitialIterationsPerUnit= 0  everyNIterationsPerUnit= 10
# initialT= 1.00000  finalT= 1.00000  annealingRate= 0.990000 ; annealingRate may be adjusted.
# maxExtendedIterations= 1
# minLearningStepsForBestKL= 3876  minLearningSteps= 1836  maxNoLearnings= 204
#
# Frequencies, fia and fijab, are calculated from the effective number of sequences, effectiveNConfigs= 6341.77 ,
# with the corrections, pseudoNCountsForBM= 0.0 , to avoid 0-counts.
#
# step	nNonEquil  nExtendedIterations of MC	<KLpi>	<KLpij> over ensemble and those over 97 minibatch ensembles with pseudoNCountsForKL= 1.00000
#0	0 0	0.0975072 1.19667	0.00000 0.0648353
3291	0 1	0.0940072 1.08420	0.00229080 0.0335199
3292	0 1	0.101565 1.11511	0.00229022 0.0335288
3293	0 1	0.0988668 1.12179	0.00225998 0.0335269
3294	0 1	0.103505 1.11678	0.00231081 0.0335526
3295	0 1	0.111551 1.13137	0.00231243 0.0334946
3296	0 1	0.100624 1.13184	0.00233930 0.0335440
3297	0 1	0.111510 1.12996	0.00229684 0.0334858
3298	0 1	0.102305 1.09765	0.00227216 0.0334375
3299	0 1	0.105171 1.12282	0.00227920 0.0335182
3300	0 1	0.102967 1.11657	0.00226859 0.0335150
3301	0 1	0.102085 1.10458	0.00223932 0.0335054
3302	0 1	0.105951 1.12127	0.00223861 0.0335095
3303	0 1	0.0995575 1.11967	0.00224821 0.0335268
3304	0 1	0.101430 1.11626	0.00224123 0.0334964
3305	0 1	0.0954752 1.09561	0.00224579 0.0335230
3306	0 1	0.0889658 1.09291	0.00222791 0.0334764
3307	0 1	0.0909092 1.07692	0.00223802 0.0335204
3308	0 1	0.0887452 1.08628	0.00225034 0.0335218
3309	0 1	0.0937814 1.09956	0.00224144 0.0334945
3310	0 1	0.108570 1.13613	0.00227043 0.0335231
3311	0 1	0.102378 1.11608	0.00224277 0.0334907
3312	0 1	0.107141 1.11798	0.00223453 0.0334999
3313	0 1	0.0977204 1.09904	0.00223394 0.0335323
3314	0 1	0.0967349 1.11743	0.00223243 0.0334608
3315	0 1	0.104503 1.10034	0.00224369 0.0334306
3316	0 1	0.103128 1.11210	0.00222764 0.0334226
3317	0 1	0.0978285 1.09575	0.00222112 0.0334356
3318	0 1	0.0974681 1.10972	0.00225275 0.0334351
3319	0 1	0.0949433 1.09442	0.00221676 0.0333953
3320	0 1	0.116745 1.12739	0.00221994 0.0334183
3321	0 1	0.100147 1.10884	0.00223672 0.0334789
3322	0 1	0.103244 1.12627	0.00225768 0.0335221
3323	0 1	0.0961484 1.10771	0.00224434 0.0334419
3324	0 1	0.103323 1.09935	0.00224303 0.0334274
3325	0 1	0.102091 1.12855	0.00224859 0.0334873
3326	0 1	0.104921 1.11865	0.00226319 0.0335210
3327	0 1	0.0941615 1.07501	0.00223683 0.0335097
3328	0 1	0.0969234 1.11755	0.00220845 0.0334305
3329	0 1	0.110997 1.14031	0.00219291 0.0333660
3330	0 1	0.102313 1.12125	0.00220603 0.0333495
3331	0 1	0.0891840 1.07475	0.00221018 0.0333181
3332	0 1	0.102636 1.09726	0.00220173 0.0332990
3333	0 1	0.103555 1.11083	0.00220710 0.0332713
3334	0 1	0.107774 1.11696	0.00220806 0.0332661
3335	0 1	0.100189 1.08370	0.00219910 0.0332871
3336	0 1	0.102644 1.09603	0.00218242 0.0332871
3337	0 1	0.0998734 1.10460	0.00214990 0.0331863
3338	0 1	0.0934624 1.09242	0.00213754 0.0331959
3339	0 1	0.0992071 1.12221	0.00215794 0.0332083
3340	0 1	0.0919150 1.09326	0.00216504 0.0331913
3341	0 1	0.0866564 1.09705	0.00216530 0.0332429
3342	0 1	0.104360 1.13038	0.00214841 0.0332187
3343	0 1	0.103376 1.09546	0.00213311 0.0332223
3344	0 1	0.111321 1.11287	0.00212289 0.0332220
3345	0 1	0.0990774 1.11198	0.00214809 0.0332547
3346	0 1	0.108205 1.11753	0.00213389 0.0332271
3347	0 1	0.0994757 1.08942	0.00211965 0.0332456
3348	0 1	0.103500 1.11478	0.00213007 0.0332740
3349	0 1	0.102831 1.12049	0.00214031 0.0332797
3350	0 1	0.0990121 1.12860	0.00217379 0.0333002
3351	0 1	0.106690 1.10436	0.00217628 0.0333728
3352	0 1	0.0981357 1.10753	0.00217342 0.0333714
3353	0 1	0.0928519 1.09956	0.00217735 0.0333813
3354	0 1	0.100373 1.12546	0.00218594 0.0334180
3355	0 1	0.105312 1.11278	0.00216367 0.0333331
3356	0 1	0.109652 1.13444	0.00214348 0.0333039
3357	0 1	0.109238 1.12426	0.00214856 0.0333125
3358	0 1	0.0970589 1.10079	0.00215521 0.0333702
3359	0 1	0.0892058 1.10242	0.00217265 0.0333719
3360	0 1	0.0944213 1.10126	0.00217268 0.0333742
3361	0 1	0.108077 1.13880	0.00215988 0.0333106
3362	0 1	0.0992646 1.12088	0.00216851 0.0333224
3363	0 1	0.100784 1.11910	0.00217187 0.0333487
3364	0 1	0.104244 1.12418	0.00218088 0.0333458
3365	0 1	0.0966402 1.11246	0.00219522 0.0334163
3366	0 1	0.101766 1.09972	0.00217922 0.0333548
3367	0 1	0.108847 1.11948	0.00216462 0.0333386
3368	0 1	0.0924750 1.10626	0.00217021 0.0333401
3369	0 1	0.110004 1.12252	0.00217558 0.0333730
3370	0 1	0.108660 1.14423	0.00220160 0.0334391
3371	0 1	0.100602 1.11136	0.00220236 0.0334537
3372	0 1	0.0924673 1.10357	0.00223476 0.0335155
3373	0 1	0.105250 1.11936	0.00222446 0.0334972
3374	0 1	0.106777 1.13197	0.00220167 0.0334504
3375	0 1	0.103368 1.13031	0.00221340 0.0334407
3376	0 1	0.101446 1.11161	0.00220257 0.0334580
3377	0 1	0.116417 1.12341	0.00217744 0.0334006
3378	0 1	0.105789 1.13754	0.00217726 0.0333346
3379	0 1	0.0924663 1.08826	0.00217273 0.0333450
3380	0 1	0.111576 1.14432	0.00215493 0.0333117
3381	0 1	0.0994812 1.12062	0.00213881 0.0332934
3382	0 1	0.0990318 1.11260	0.00215807 0.0332627
3383	0 1	0.101106 1.12894	0.00216174 0.0332508
3384	0 1	0.106988 1.13454	0.00215931 0.0332381
3385	0 1	0.111368 1.13822	0.00216378 0.0332797
3386	0 1	0.110335 1.14247	0.00214141 0.0332103
3387	0 1	0.0856804 1.09135	0.00215675 0.0332163
3388	0 1	0.0993874 1.12053	0.00216942 0.0332070
3389	0 1	0.0928575 1.09767	0.00217222 0.0332064
3390	0 1	0.105819 1.10325	0.00218262 0.0332300
3391	0 1	0.0986386 1.09478	0.00217573 0.0332248
3392	0 1	0.0919874 1.08634	0.00215143 0.0332494
3393	0 1	0.122574 1.14221	0.00214284 0.0332178
3394	0 1	0.109778 1.14587	0.00216495 0.0332870
3395	0 1	0.108739 1.12301	0.00217149 0.0333144
3396	0 1	0.100269 1.09365	0.00217015 0.0333600
3397	0 1	0.0848451 1.09153	0.00218073 0.0333666
3398	0 1	0.111532 1.14639	0.00218169 0.0333516
3399	0 1	0.0978243 1.08866	0.00218680 0.0333262
3400	0 1	0.106968 1.11310	0.00218712 0.0333263
3401	0 1	0.103761 1.11435	0.00220010 0.0332715
3402	0 1	0.104696 1.13063	0.00220114 0.0332428
3403	0 1	0.101474 1.11315	0.00220864 0.0332706
3404	0 1	0.0965637 1.10917	0.00220882 0.0333173
3405	0 1	0.113356 1.12845	0.00218478 0.0332730
3406	0 1	0.0876021 1.10605	0.00217933 0.0332140
3407	0 1	0.106772 1.12193	0.00217020 0.0332297
3408	0 1	0.0929159 1.09991	0.00217616 0.0332322
3409	0 1	0.0986802 1.10291	0.00218018 0.0332482
3410	0 1	0.106669 1.13521	0.00220170 0.0332677
3411	0 1	0.0934567 1.11351	0.00220524 0.0333088
3412	0 1	0.114748 1.13248	0.00223132 0.0333470
3413	0 1	0.100548 1.10894	0.00222455 0.0333505
3414	0 1	0.100910 1.11234	0.00221101 0.0333232
3415	0 1	0.0950016 1.10528	0.00221127 0.0333456
3416	0 1	0.104639 1.10948	0.00221678 0.0333549
3417	0 1	0.112815 1.13597	0.00224456 0.0333563
3418	0 1	0.104650 1.10634	0.00225318 0.0333805
3419	0 1	0.114038 1.13534	0.00222942 0.0333783
3420	0 1	0.106075 1.11359	0.00223688 0.0333496
3421	0 1	0.0971314 1.10381	0.00222640 0.0332919
3422	0 1	0.101620 1.13184	0.00222308 0.0333195
3423	0 1	0.111339 1.12045	0.00223136 0.0333424
3424	0 1	0.101470 1.12310	0.00224654 0.0333464
3425	0 1	0.101365 1.10680	0.00221595 0.0332955
3426	0 1	0.0988813 1.11924	0.00221458 0.0332687
3427	0 1	0.100652 1.11623	0.00221874 0.0333167
3428	0 1	0.106147 1.11614	0.00222637 0.0333396
3429	0 1	0.0979813 1.11637	0.00221783 0.0332921
3430	0 1	0.104324 1.11295	0.00219845 0.0332969
3431	0 1	0.105595 1.13514	0.00218828 0.0333015
3432	0 1	0.0929769 1.10148	0.00220325 0.0333358
3433	0 1	0.106563 1.10943	0.00221233 0.0333274
3434	0 1	0.104616 1.10677	0.00223494 0.0333373
3435	0 1	0.0977002 1.12018	0.00224649 0.0332818
3436	0 1	0.0985780 1.11569	0.00224753 0.0333222
3437	0 1	0.0972900 1.12279	0.00226738 0.0333497
3438	0 1	0.108659 1.12590	0.00227614 0.0332959
3439	0 1	0.0991164 1.12502	0.00230342 0.0333563
3440	0 1	0.103870 1.11479	0.00233060 0.0333992
3441	0 1	0.0962602 1.10658	0.00233956 0.0334258
3442	0 1	0.103939 1.12639	0.00232673 0.0334404
3443	0 1	0.0948240 1.08575	0.00234712 0.0334626
3444	0 1	0.118316 1.15537	0.00235026 0.0334793
3445	0 1	0.0904101 1.08422	0.00232670 0.0334447
3446	0 1	0.101236 1.11202	0.00231937 0.0334639
3447	0 1	0.106035 1.13236	0.00227566 0.0334129
3448	0 1	0.122394 1.13079	0.00225760 0.0333562
3449	0 1	0.109207 1.11994	0.00227781 0.0334078
3450	0 1	0.0980147 1.11036	0.00227481 0.0334322
3451	0 1	0.105050 1.10913	0.00226116 0.0334192
3452	0 1	0.107831 1.12290	0.00224271 0.0333896
3453	0 1	0.101071 1.09629	0.00226039 0.0334382
3454	0 1	0.108913 1.11903	0.00223655 0.0333868
3455	0 1	0.0936511 1.09244	0.00221651 0.0333444
3456	0 1	0.102336 1.10445	0.00221166 0.0333066
3457	0 1	0.100231 1.09905	0.00219973 0.0332850
3458	0 1	0.114319 1.15904	0.00219640 0.0332522
3459	0 1	0.109287 1.12651	0.00220039 0.0332592
3460	0 1	0.0999090 1.10811	0.00219558 0.0331770
3461	0 1	0.106569 1.11745	0.00215800 0.0331336
3462	0 1	0.0991802 1.09596	0.00215014 0.0331042
3463	0 1	0.0996841 1.11461	0.00213310 0.0330147
3464	0 1	0.116843 1.14239	0.00213781 0.0330349
3465	0 1	0.0887101 1.09589	0.00214235 0.0330443
3466	0 1	0.112038 1.13316	0.00215685 0.0329971
3467	0 1	0.104118 1.11922	0.00215577 0.0329831
3468	0 1	0.0996314 1.10688	0.00215024 0.0329532
3469	0 1	0.119152 1.12518	0.00215830 0.0330409
3470	0 1	0.0982547 1.08757	0.00214626 0.0330609
3471	0 1	0.108372 1.12552	0.00213514 0.0331076
3472	0 1	0.110512 1.14409	0.00212912 0.0331383
3473	0 1	0.108932 1.11605	0.00214599 0.0331374
3474	0 1	0.0919920 1.10351	0.00214250 0.0330856
3475	0 1	0.102292 1.12435	0.00214000 0.0331009
3476	0 1	0.117476 1.13922	0.00212984 0.0330676
3477	0 1	0.110412 1.12200	0.00216388 0.0331071
3478	0 1	0.0934190 1.10399	0.00216045 0.0331273
3479	0 1	0.0952451 1.12373	0.00215870 0.0331705
3480	0 1	0.117020 1.12965	0.00214575 0.0331440
3481	0 1	0.117573 1.14220	0.00215270 0.0331446
3482	0 1	0.111475 1.13115	0.00215785 0.0331241
3483	0 1	0.107182 1.12597	0.00216546 0.0331589
3484	0 1	0.103820 1.11003	0.00214556 0.0331693
3485	0 1	0.0967957 1.11161	0.00215034 0.0331287
3486	0 1	0.0998156 1.11673	0.00214410 0.0330891
3487	0 1	0.106697 1.12737	0.00216019 0.0330968
3488	0 1	0.0951509 1.08793	0.00215101 0.0330994
3489	0 1	0.100898 1.11319	0.00216397 0.0331104
3490	0 1	0.105685 1.13803	0.00216742 0.0331182
3491	0 1	0.106454 1.13087	0.00216417 0.0331021
3492	0 1	0.0924174 1.10952	0.00218720 0.0331354
3493	0 1	0.111961 1.12895	0.00218928 0.0331200
3494	0 1	0.0968901 1.10796	0.00220206 0.0331419
3495	0 1	0.120819 1.12874	0.00220582 0.0331746
3496	0 1	0.0988158 1.10372	0.00219163 0.0332762
3497	0 1	0.0947330 1.09838	0.00219172 0.0332115
3498	0 1	0.108859 1.14466	0.00219713 0.0332315
3499	0 1	0.0887665 1.09582	0.00220183 0.0332774
3500	0 1	0.0922925 1.10549	0.00220897 0.0332905
3501	0 1	0.0995462 1.10105	0.00221889 0.0333424
3502	0 1	0.103757 1.11685	0.00222223 0.0333758
3503	0 1	0.0974355 1.11819	0.00222729 0.0333295
3504	0 1	0.0996788 1.11132	0.00223180 0.0332974
3505	0 1	0.103689 1.12651	0.00224004 0.0333117
3506	0 1	0.101808 1.11995	0.00225244 0.0333546
3507	0 1	0.105515 1.12796	0.00223028 0.0332894
3508	0 1	0.103412 1.11720	0.00220809 0.0332648
3509	0 1	0.100052 1.11485	0.00218456 0.0331921
3510	0 1	0.100405 1.11040	0.00218200 0.0331988
3511	0 1	0.109337 1.11793	0.00220483 0.0331768
3512	0 1	0.0995183 1.10814	0.00218819 0.0331599
3513	0 1	0.0988017 1.11736	0.00221149 0.0331527
3514	0 1	0.122406 1.14983	0.00220869 0.0331956
3515	0 1	0.0878605 1.09414	0.00220978 0.0331466
3516	0 1	0.107831 1.13247	0.00222319 0.0331263
3517	0 1	0.100256 1.12124	0.00222363 0.0331241
3518	0 1	0.114332 1.13688	0.00221254 0.0331398
3519	0 1	0.122581 1.15865	0.00221983 0.0331314
3520	0 1	0.0998336 1.10068	0.00219067 0.0330799
3521	0 1	0.108851 1.12248	0.00217691 0.0331125
3522	0 1	0.109597 1.12092	0.00218648 0.0330890
3523	0 1	0.101342 1.09883	0.00216943 0.0330370
3524	0 1	0.0945716 1.10139	0.00218200 0.0330560
3525	0 1	0.108876 1.12573	0.00217805 0.0331167
3526	0 1	0.100923 1.13475	0.00219060 0.0331446
3527	0 1	0.106399 1.11284	0.00219492 0.0331180
3528	0 1	0.0946039 1.10071	0.00218867 0.0331124
3529	0 1	0.108607 1.12207	0.00219324 0.0331120
3530	0 1	0.101865 1.09075	0.00220848 0.0331350
3531	0 1	0.117538 1.14330	0.00219640 0.0331418
3532	0 1	0.105360 1.12413	0.00217268 0.0330897
3533	0 1	0.100839 1.10048	0.00217115 0.0330768
3534	0 1	0.111019 1.13111	0.00215772 0.0331019
3535	0 1	0.106631 1.12239	0.00215103 0.0330808
3536	0 1	0.100261 1.12795	0.00215106 0.0330599
3537	0 1	0.0969299 1.08183	0.00214171 0.0330358
3538	0 1	0.102782 1.12629	0.00216768 0.0330525
3539	0 1	0.115808 1.13856	0.00216113 0.0330583
3540	0 1	0.110027 1.13403	0.00214108 0.0329988
3541	0 1	0.0981184 1.09932	0.00213828 0.0329841
3542	0 1	0.0887477 1.09121	0.00216521 0.0330350
3543	0 1	0.0977252 1.11968	0.00216202 0.0330353
3544	0 1	0.0997151 1.11426	0.00216581 0.0330472
3545	0 1	0.0974694 1.09827	0.00215996 0.0330946
3546	0 1	0.0927804 1.11250	0.00218595 0.0331170
3547	0 1	0.0966570 1.09400	0.00218018 0.0330826
3548	0 1	0.0969594 1.11520	0.00218981 0.0331070
3549	0 1	0.0922345 1.09867	0.00218229 0.0330854
3550	0 1	0.116740 1.13698	0.00219145 0.0330834
3551	0 1	0.0923804 1.08807	0.00219361 0.0330736
3552	0 1	0.0906572 1.07499	0.00219353 0.0330498
3553	0 1	0.103660 1.09796	0.00220399 0.0330779
3554	0 1	0.111061 1.12288	0.00221418 0.0331055
3555	0 1	0.0946794 1.11475	0.00222508 0.0331823
3556	0 1	0.114493 1.14895	0.00221769 0.0331145
3557	0 1	0.105906 1.11762	0.00221664 0.0331704
3558	0 1	0.106809 1.11777	0.00223935 0.0331839
3559	0 1	0.0961706 1.11177	0.00224964 0.0332581
3560	0 1	0.105102 1.11202	0.00226665 0.0332937
3561	0 1	0.0965560 1.10280	0.00224307 0.0332905
3562	0 1	0.101800 1.10680	0.00221819 0.0332304
3563	0 1	0.109973 1.12173	0.00221350 0.0332651
3564	0 1	0.104999 1.12572	0.00221591 0.0332416
3565	0 1	0.104297 1.12172	0.00223389 0.0332388
3566	0 1	0.111337 1.11967	0.00222966 0.0332470
3567	0 1	0.101350 1.10615	0.00222580 0.0332364
3568	0 1	0.101399 1.13006	0.00224241 0.0333173
3569	0 1	0.0906133 1.09639	0.00222681 0.0333149
3570	0 1	0.113358 1.13841	0.00223343 0.0332965
3571	0 1	0.0973242 1.12521	0.00222992 0.0332541
3572	0 1	0.122609 1.14868	0.00221692 0.0331793
3573	0 1	0.0925345 1.08580	0.00221886 0.0331859
3574	0 1	0.109704 1.12619	0.00222648 0.0332002
3575	0 1	0.115760 1.12934	0.00222831 0.0331558
3576	0 1	0.0881729 1.08568	0.00222346 0.0331909
3577	0 1	0.103048 1.12265	0.00224038 0.0331974
3578	0 1	0.100551 1.13114	0.00222909 0.0331919
3579	0 1	0.101764 1.11363	0.00223115 0.0332078
3580	0 1	0.0989675 1.11387	0.00222609 0.0331607
3581	0 1	0.116275 1.12532	0.00223562 0.0331631
3582	0 1	0.0972773 1.11261	0.00223341 0.0331161
3583	0 1	0.100717 1.11923	0.00225523 0.0331519
3584	0 1	0.0834014 1.09524	0.00228371 0.0331954
3585	0 1	0.0991126 1.11075	0.00229054 0.0331735
3586	0 1	0.107623 1.12851	0.00226119 0.0330848
3587	0 1	0.0997895 1.11662	0.00226782 0.0331291
3588	0 1	0.101713 1.13967	0.00224917 0.0331590
3589	0 1	0.100719 1.11390	0.00224548 0.0331645
3590	0 1	0.0997487 1.09958	0.00223383 0.0331943
3591	0 1	0.103964 1.10818	0.00222610 0.0331312
3592	0 1	0.0975027 1.09941	0.00221365 0.0331295
3593	0 1	0.105487 1.10148	0.00220826 0.0331377
3594	0 1	0.0990820 1.12392	0.00219936 0.0331308
3595	0 1	0.0851378 1.08458	0.00219754 0.0331430
3596	0 1	0.0962087 1.09337	0.00219353 0.0331160
3597	0 1	0.115569 1.14842	0.00216718 0.0330753
3598	0 1	0.111092 1.13298	0.00219173 0.0330612
3599	0 1	0.0905378 1.08995	0.00220720 0.0330643
3600	0 1	0.104738 1.11768	0.00218632 0.0330524
3601	0 1	0.0903669 1.08442	0.00219925 0.0330669
3602	0 1	0.104340 1.13463	0.00220770 0.0330097
3603	0 1	0.111579 1.12880	0.00221295 0.0330013
3604	0 1	0.107879 1.11849	0.00220681 0.0330222
3605	0 1	0.0971420 1.10386	0.00220616 0.0330424
3606	0 1	0.105408 1.13795	0.00221089 0.0330365
3607	0 1	0.0954755 1.10127	0.00222737 0.0330939
3608	0 1	0.100380 1.11208	0.00221816 0.0331278
3609	0 1	0.104665 1.12638	0.00222043 0.0331131
3610	0 1	0.0955711 1.09325	0.00221276 0.0330874
3611	0 1	0.102934 1.12332	0.00221256 0.0330925
3612	0 1	0.109341 1.12495	0.00220232 0.0330655
3613	0 1	0.105207 1.12049	0.00219744 0.0330187
3614	0 1	0.0950340 1.09986	0.00219636 0.0329855
3615	0 1	0.105157 1.12996	0.00219519 0.0329566
3616	0 1	0.105257 1.09865	0.00217687 0.0329422
3617	0 1	0.0919666 1.09687	0.00219920 0.0329584
3618	0 1	0.0887522 1.08632	0.00219290 0.0329217
3619	0 1	0.0928155 1.09145	0.00219410 0.0329531
3620	0 1	0.0987713 1.10632	0.00219540 0.0329678
3621	0 1	0.0925671 1.10786	0.00219219 0.0329354
3622	0 1	0.101247 1.11760	0.00220097 0.0328924
3623	0 1	0.104971 1.11179	0.00216975 0.0328640
3624	0 1	0.106319 1.11904	0.00217040 0.0328511
3625	0 1	0.0886057 1.09068	0.00217142 0.0328485
3626	0 1	0.100072 1.11275	0.00215457 0.0328614
3627	0 1	0.0981587 1.10556	0.00215846 0.0328343
3628	0 1	0.0943525 1.11194	0.00215744 0.0328127
3629	0 1	0.107474 1.11564	0.00215985 0.0327865
3630	0 1	0.101372 1.09780	0.00215363 0.0327769
3631	0 1	0.115946 1.14335	0.00216513 0.0327930
3632	0 1	0.114084 1.12179	0.00216397 0.0327833
3633	0 1	0.0945402 1.10229	0.00215534 0.0327550
3634	0 1	0.103162 1.11617	0.00216773 0.0327906
3635	0 1	0.107058 1.11447	0.00214911 0.0328022
3636	0 1	0.103953 1.12325	0.00216143 0.0328361
3637	0 1	0.111194 1.13960	0.00217933 0.0328707
3638	0 1	0.0947781 1.09899	0.00218259 0.0328743
3639	0 1	0.107459 1.13276	0.00217514 0.0328940
3640	0 1	0.0996733 1.09411	0.00217856 0.0329116
3641	0 1	0.103374 1.10299	0.00218073 0.0328785
3642	0 1	0.114949 1.13168	0.00217682 0.0328715
3643	0 1	0.0960488 1.09844	0.00219096 0.0328871
3644	0 1	0.0916772 1.08500	0.00218806 0.0328914
3645	0 1	0.112932 1.12734	0.00218186 0.0328658
3646	0 1	0.108472 1.10362	0.00216958 0.0328946
3647	0 1	0.0862998 1.08460	0.00217132 0.0328147
3648	0 1	0.104239 1.12053	0.00216500 0.0328367
3649	0 1	0.105013 1.12916	0.00219109 0.0329055
3650	0 1	0.0959267 1.09619	0.00218845 0.0328770
3651	0 1	0.108212 1.10817	0.00219118 0.0329188
3652	0 1	0.106695 1.10081	0.00219078 0.0329136
3653	0 1	0.0963347 1.10623	0.00216215 0.0329274
3654	0 1	0.0981922 1.08983	0.00216609 0.0328815
3655	0 1	0.106617 1.10824	0.00216058 0.0328568
3656	0 1	0.0940094 1.09254	0.00211922 0.0328364
3657	0 1	0.105402 1.11987	0.00211263 0.0328196
3658	0 1	0.103236 1.09549	0.00210998 0.0328294
3659	0 1	0.103727 1.09987	0.00211805 0.0328549
3660	0 1	0.104785 1.12622	0.00210427 0.0328108
3661	0 1	0.0999869 1.10804	0.00211100 0.0328331
3662	0 1	0.104825 1.12446	0.00209667 0.0328402
3663	0 1	0.0994881 1.11977	0.00211505 0.0328249
3664	0 1	0.0998138 1.09377	0.00210534 0.0328188
3665	0 1	0.106048 1.13144	0.00210996 0.0327731
3666	0 1	0.114175 1.14578	0.00211362 0.0327723
3667	0 1	0.0945102 1.11745	0.00210297 0.0327737
3668	0 1	0.108882 1.13660	0.00209429 0.0328175
3669	0 1	0.0976687 1.09004	0.00208700 0.0328491
3670	0 1	0.113770 1.15102	0.00210360 0.0328776
3671	0 1	0.0920738 1.06355	0.00208926 0.0328109
3672	0 1	0.104969 1.13743	0.00208124 0.0327881
3673	0 1	0.0930105 1.08546	0.00208494 0.0328084
3674	0 1	0.101434 1.11076	0.00208799 0.0328321
3675	0 1	0.125918 1.15617	0.00208484 0.0329048
3676	0 1	0.115764 1.14981	0.00209306 0.0329131
3677	0 1	0.103486 1.13773	0.00209430 0.0329020
3678	0 1	0.107461 1.11669	0.00210150 0.0329158
3679	0 1	0.0997250 1.09759	0.00209187 0.0329261
3680	0 1	0.103756 1.13911	0.00208626 0.0328903
3681	0 1	0.110340 1.12565	0.00207215 0.0328702
3682	0 1	0.107611 1.11258	0.00205287 0.0328321
3683	0 1	0.113124 1.12393	0.00204341 0.0328112
3684	0 1	0.102175 1.10833	0.00203358 0.0328124
3685	0 1	0.106697 1.11994	0.00202066 0.0327882
3686	0 1	0.103219 1.11736	0.00200795 0.0327883
3687	0 1	0.0919487 1.08715	0.00201801 0.0328387
3688	0 1	0.108917 1.11544	0.00201391 0.0328893
3689	0 1	0.0894493 1.10198	0.00202285 0.0328943
3690	0 1	0.103252 1.12382	0.00203397 0.0328938
3691	0 1	0.0947384 1.07931	0.00203183 0.0329042
3692	0 1	0.104043 1.12893	0.00205515 0.0329340
3693	0 1	0.0900022 1.07332	0.00203901 0.0328847
3694	0 1	0.100810 1.11534	0.00205932 0.0328946
3695	0 1	0.108360 1.13489	0.00205042 0.0329299
3696	0 1	0.103475 1.12200	0.00205303 0.0329239
3697	0 1	0.108621 1.11600	0.00203966 0.0329440
3698	0 1	0.101787 1.12211	0.00202460 0.0329301
3699	0 1	0.105243 1.10612	0.00200313 0.0329251
3700	0 1	0.100318 1.12622	0.00199281 0.0328674
3701	0 1	0.0917779 1.10080	0.00199409 0.0328724
3702	0 1	0.100849 1.09978	0.00199903 0.0329111
3703	0 1	0.102378 1.12341	0.00200178 0.0329439
3704	0 1	0.103770 1.12879	0.00202208 0.0329674
3705	0 1	0.0966630 1.11105	0.00200739 0.0329331
3706	0 1	0.106816 1.10415	0.00196919 0.0329193
3707	0 1	0.108243 1.13413	0.00196430 0.0329425
3708	0 1	0.116284 1.13713	0.00197473 0.0328876
3709	0 1	0.0918881 1.09147	0.00197903 0.0329957
3710	0 1	0.0947661 1.09997	0.00197540 0.0330092
3711	0 1	0.0997917 1.10902	0.00197908 0.0330674
3712	0 1	0.108717 1.11203	0.00197453 0.0331390
3713	0 1	0.0980661 1.10864	0.00197439 0.0331232
3714	0 1	0.100724 1.10947	0.00197100 0.0331433
3715	0 1	0.105952 1.13072	0.00198108 0.0331256
3716	0 1	0.107195 1.10939	0.00197908 0.0331483
3717	0 1	0.108469 1.12245	0.00199022 0.0331039
3718	0 1	0.100660 1.10752	0.00200342 0.0331646
3719	0 1	0.0868239 1.10105	0.00200026 0.0331832
3720	0 1	0.0926493 1.09033	0.00200195 0.0331083
3721	0 1	0.105852 1.12110	0.00199607 0.0330647
3722	0 1	0.101096 1.10794	0.00202516 0.0330913
3723	0 1	0.0909145 1.09736	0.00205294 0.0331601
3724	0 1	0.116317 1.14459	0.00204513 0.0331602
3725	0 1	0.0950784 1.07826	0.00203568 0.0331896
3726	0 1	0.103389 1.13186	0.00203967 0.0331654
3727	0 1	0.0995790 1.11637	0.00205790 0.0332176
3728	0 1	0.0992550 1.12047	0.00205079 0.0331496
3729	0 1	0.0929361 1.09211	0.00204790 0.0331566
3730	0 1	0.106188 1.12249	0.00201603 0.0331632
3731	0 1	0.100888 1.13053	0.00201899 0.0332121
3732	0 1	0.102616 1.11166	0.00203063 0.0331888
3733	0 1	0.105797 1.08793	0.00200435 0.0331447
3734	0 1	0.103263 1.11994	0.00201864 0.0331256
3735	0 1	0.0896131 1.08771	0.00202428 0.0331546
3736	0 1	0.100168 1.10797	0.00204169 0.0332494
3737	0 1	0.112018 1.13473	0.00203290 0.0332266
3738	0 1	0.106344 1.11417	0.00205199 0.0332921
3739	0 1	0.0955310 1.10495	0.00207349 0.0332617
3740	0 1	0.0915221 1.08562	0.00205621 0.0332192
3741	0 1	0.104095 1.12685	0.00208303 0.0331965
